Mean Predicted Probability,Observed Fraction Positive
0.04211649583408334,0.03278688524590164
0.1476622665369952,0.037037037037037035
0.2474045957680102,0.1111111111111111
0.3429065848651685,0.05263157894736842
0.4458152934124595,0.3157894736842105
0.5515907555818558,0.16666666666666666
0.648026755452156,0.3
0.758121686677138,0.2916666666666667
0.8494230657815933,0.525
0.9812891553912938,0.9338842975206612
